"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Human GeneID","Human Species Gene ID","Human Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"3429","Q4FK66","230596","1916962","Prpf38a","Human","84950","25930","PRPF38A","ENSG00000134748","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PRPF38A)    DRscDB Data: (PRPF38A)                             Human Protein Atlas  (HPA)"
"3430","Q52KI8","51796","1858303","Srrm1","Human","10250","16638","SRRM1","ENSG00000133226","17","17.33","high","Yes","Yes","Compara, eggNOG, HGNC, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SRRM1)    DRscDB Data: (SRRM1)                             Human Protein Atlas  (HPA)"
"3431","Q5RL79","66059","1913309","Krtcap2","Human","200185","28942","KRTCAP2","ENSG00000163463","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (KRTCAP2)    DRscDB Data: (KRTCAP2)                             Human Protein Atlas  (HPA)"
"3432","Q5SSI6","217109","1923402","Utp18","Human","51096","24274","UTP18","ENSG00000011260","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (UTP18)    DRscDB Data: (UTP18)                             Human Protein Atlas  (HPA)"
"3433","Q60590","18405","97443","Orm1","Human","5004","8498","ORM1","ENSG00000229314","16","15.8","high","Yes","Yes","Compara, eggNOG, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ORM1)    DRscDB Data: (ORM1)                             Human Protein Atlas  (HPA)"
"3434","Q61334","12033","101917","Bcap29","Human","55973","24131","BCAP29","ENSG00000075790","15","15.36","high","Yes","Yes","Compara, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (BCAP29)    DRscDB Data: (BCAP29)                             Human Protein Atlas  (HPA)"
"3435","Q61543","20340","104967","Glg1","Human","2734","4316","GLG1","ENSG00000090863","16","16.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (GLG1)    DRscDB Data: (GLG1)                             Human Protein Atlas  (HPA)"
"3436","Q61559","14132","103017","Fcgrt","Human","2217","3621","FCGRT","ENSG00000104870","18","18.32","high","Yes","Yes","eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (FCGRT)    DRscDB Data: (FCGRT)                             Human Protein Atlas  (HPA)"
"3437","Q62283","21912","1298407","Tspan7","Human","7102","11854","TSPAN7","ENSG00000156298","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (TSPAN7)    DRscDB Data: (TSPAN7)                             Human Protein Atlas  (HPA)"
"3438","Q6NS82","227298","2388278","Retreg2","Human","79137","28450","RETREG2","ENSG00000144567","16","16.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (RETREG2)    DRscDB Data: (RETREG2)                             Human Protein Atlas  (HPA)"
"3439","Q6P6M5","69129","1920905","Pex11g","Human","92960","20208","PEX11G","ENSG00000104883","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PEX11G)    DRscDB Data: (PEX11G)                             Human Protein Atlas  (HPA)"
"3440","Q6P8M1","69694","1916944","Tatdn1","Human","83940","24220","TATDN1","ENSG00000147687","17","17.21","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (TATDN1)    DRscDB Data: (TATDN1)                             Human Protein Atlas  (HPA)"
"3441","Q6ZWV7","66489","1913739","Rpl35","Human","11224","10344","RPL35","ENSG00000136942","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (RPL35)    DRscDB Data: (RPL35)                             Human Protein Atlas  (HPA)"
"3442","Q71KT5","73166","1920416","Tm7sf2","Human","7108","11863","TM7SF2","ENSG00000149809","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (TM7SF2)    DRscDB Data: (TM7SF2)                             Human Protein Atlas  (HPA)"
"3443","Q76LS9","75007","1922257","Mindy1","Human","55793","25648","MINDY1","ENSG00000143409","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (MINDY1)    DRscDB Data: (MINDY1)                             Human Protein Atlas  (HPA)"
"3444","Q7TMR0","72461","1919711","Prcp","Human","5547","9344","PRCP","ENSG00000137509","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PRCP)    DRscDB Data: (PRCP)                             Human Protein Atlas  (HPA)"
"3445","Q7TND5","70285","1917535","Rpf1","Human","80135","30350","RPF1","ENSG00000117133","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (RPF1)    DRscDB Data: (RPF1)                             Human Protein Atlas  (HPA)"
"3446","Q7TPD0","229543","2140050","Ints3","Human","65123","26153","INTS3","ENSG00000143624","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (INTS3)    DRscDB Data: (INTS3)                             Human Protein Atlas  (HPA)"
"3447","Q80T19","66438","2153530","Hamp2","Human","57817","15598","HAMP","ENSG00000105697","11","10.98","moderate","Yes","No","OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (HAMP)    DRscDB Data: (HAMP)                             Human Protein Atlas  (HPA)"
"3448","Q80U87","84092","1934029","Usp8","Human","9101","12631","USP8","ENSG00000138592","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (USP8)    DRscDB Data: (USP8)                             Human Protein Atlas  (HPA)"
"3449","Q80UP8","20516","97851","Slc20a2","Human","6575","10947","SLC20A2","ENSG00000168575","19","19.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SLC20A2)    DRscDB Data: (SLC20A2)                             Human Protein Atlas  (HPA)"
"3450","Q80UY1","67383","1914633","Carnmt1","Human","138199","23435","CARNMT1","ENSG00000156017","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CARNMT1)    DRscDB Data: (CARNMT1)                             Human Protein Atlas  (HPA)"
"3451","Q80VI1","384309","2685298","Trim56","Human","81844","19028","TRIM56","ENSG00000169871","18","18.22","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (TRIM56)    DRscDB Data: (TRIM56)                             Human Protein Atlas  (HPA)"
"3452","Q80VJ3","381101","3039376","Dnph1","Human","10591","21218","DNPH1","ENSG00000112667","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DNPH1)    DRscDB Data: (DNPH1)                             Human Protein Atlas  (HPA)"
"3453","Q80WR5","97159","2140680","A430005L14Rik","Human","339448","27915","C1orf174","ENSG00000198912","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (C1orf174)    DRscDB Data: (C1orf174)                             Human Protein Atlas  (HPA)"
"3454","Q80X80","71764","1919014","C2cd2l","Human","9854","29000","C2CD2L","ENSG00000172375","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (C2CD2L)    DRscDB Data: (C2CD2L)                             Human Protein Atlas  (HPA)"
"3455","Q80Y14","73046","1920296","Glrx5","Human","51218","20134","GLRX5","ENSG00000182512","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (GLRX5)    DRscDB Data: (GLRX5)                             Human Protein Atlas  (HPA)"
"3456","Q810U5","67501","1914751","Ccdc50","Human","152137","18111","CCDC50","ENSG00000152492","16","16.29","high","Yes","Yes","Compara, eggNOG, HGNC, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CCDC50)    DRscDB Data: (CCDC50)                             Human Protein Atlas  (HPA)"
"3457","Q8BG07","104759","2144765","Pld4","Human","122618","23792","PLD4","ENSG00000166428","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PLD4)    DRscDB Data: (PLD4)                             Human Protein Atlas  (HPA)"
"3458","Q8BG94","99311","1914197","Commd7","Human","149951","16223","COMMD7","ENSG00000149600","16","16.33","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (COMMD7)    DRscDB Data: (COMMD7)                             Human Protein Atlas  (HPA)"
"3459","Q8BGD8","67892","1915142","Coa6","Human","388753","18025","COA6","ENSG00000168275","17","17.24","high","Yes","Yes","Compara, eggNOG, HGNC, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (COA6)    DRscDB Data: (COA6)                             Human Protein Atlas  (HPA)"
"3460","Q8BHG9","106143","2146370","Cggbp1","Human","8545","1888","CGGBP1","ENSG00000163320","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CGGBP1)    DRscDB Data: (CGGBP1)                             Human Protein Atlas  (HPA)"
"3461","Q8BHZ0","76820","1261783","Cyria","Human","81553","25373","CYRIA","ENSG00000197872","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CYRIA)    DRscDB Data: (CYRIA)                             Human Protein Atlas  (HPA)"
"3462","Q8BJU2","109246","1924558","Tspan9","Human","10867","21640","TSPAN9","ENSG00000011105","17","17.44","high","Yes","Yes","Compara, HGNC, Homologene, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (TSPAN9)    DRscDB Data: (TSPAN9)                             Human Protein Atlas  (HPA)"
"3463","Q8BM88","229445","2139628","Ctso","Human","1519","2542","CTSO","ENSG00000256043","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CTSO)    DRscDB Data: (CTSO)                             Human Protein Atlas  (HPA)"
"3464","Q8BMF3","109264","1916679","Me3","Human","10873","6985","ME3","ENSG00000151376","16","16.44","high","Yes","Yes","Compara, HGNC, Homologene, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ME3)    DRscDB Data: (ME3)                             Human Protein Atlas  (HPA)"
"3465","Q8BR70","77929","1925179","Yipf6","Human","286451","28304","YIPF6","ENSG00000181704","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (YIPF6)    DRscDB Data: (YIPF6)                             Human Protein Atlas  (HPA)"
"3466","Q8BX10","72542","1919792","Pgam5","Human","192111","28763","PGAM5","ENSG00000247077","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PGAM5)    DRscDB Data: (PGAM5)                             Human Protein Atlas  (HPA)"
"3467","Q8BXQ2","78928","1926178","Pigt","Human","51604","14938","PIGT","ENSG00000124155","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PIGT)    DRscDB Data: (PIGT)                             Human Protein Atlas  (HPA)"
"3468","Q8C1E7","215210","2686991","Tmem120a","Human","83862","21697","TMEM120A","ENSG00000189077","17","17.33","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (TMEM120A)    DRscDB Data: (TMEM120A)                             Human Protein Atlas  (HPA)"
"3469","Q8C1Q6","66487","1913737","Smim4","Human","440957","37257","SMIM4","ENSG00000168273","16","16.39","high","Yes","Yes","Compara, HGNC, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SMIM4)    DRscDB Data: (SMIM4)                             Human Protein Atlas  (HPA)"
"3470","Q8C570","66679","1913929","Rae1","Human","8480","9828","RAE1","ENSG00000101146","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (RAE1)    DRscDB Data: (RAE1)                             Human Protein Atlas  (HPA)"
"3471","Q8C8T8","69499","1916749","Tsr2","Human","90121","25455","TSR2","ENSG00000158526","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (TSR2)    DRscDB Data: (TSR2)                             Human Protein Atlas  (HPA)"
"3472","Q8CES0","70646","1922259","Naa30","Human","122830","19844","NAA30","ENSG00000139977","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (NAA30)    DRscDB Data: (NAA30)                             Human Protein Atlas  (HPA)"
"3473","Q8CHS2","72778","1920028","Dnajc22","Human","79962","25802","DNAJC22","ENSG00000178401","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DNAJC22)    DRscDB Data: (DNAJC22)                             Human Protein Atlas  (HPA)"
"3474","Q8K0B2","68421","1915671","Lmbrd1","Human","55788","23038","LMBRD1","ENSG00000168216","15","15.43","high","Yes","Yes","Compara, HGNC, Homologene, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (LMBRD1)    DRscDB Data: (LMBRD1)                             Human Protein Atlas  (HPA)"
"3475","Q8K0U4","73442","1920692","Hspa12a","Human","259217","19022","HSPA12A","ENSG00000165868","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (HSPA12A)    DRscDB Data: (HSPA12A)                             Human Protein Atlas  (HPA)"
"3476","Q8K124","102595","2143132","Plekho2","Human","80301","30026","PLEKHO2","ENSG00000241839","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PLEKHO2)    DRscDB Data: (PLEKHO2)                             Human Protein Atlas  (HPA)"
"3477","Q8K190","67509","1914759","Saysd1","Human","55776","21025","SAYSD1","ENSG00000112167","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SAYSD1)    DRscDB Data: (SAYSD1)                             Human Protein Atlas  (HPA)"
"3478","Q8R0J8","75731","1922981","Idnk","Human","414328","31367","IDNK","ENSG00000148057","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (IDNK)    DRscDB Data: (IDNK)                             Human Protein Atlas  (HPA)"
"3479","Q8R0P4","66273","1913523","Aamdc","Human","28971","30205","AAMDC","ENSG00000087884","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (AAMDC)    DRscDB Data: (AAMDC)                             Human Protein Atlas  (HPA)"
"3480","Q8R1N0","66983","1914233","Zfp830","Human","91603","28291","ZNF830","ENSG00000198783","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (ZNF830)    DRscDB Data: (ZNF830)                             Human Protein Atlas  (HPA)"
"3481","Q8R1Q9","71336","1918586","Rbks","Human","64080","30325","RBKS","ENSG00000171174","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (RBKS)    DRscDB Data: (RBKS)                             Human Protein Atlas  (HPA)"
"3482","Q8R238","257635","2182607","Sdsl","Human","113675","30404","SDSL","ENSG00000139410","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SDSL)    DRscDB Data: (SDSL)                             Human Protein Atlas  (HPA)"
"3483","Q8R2U0","72124","1919374","Seh1l","Human","81929","30379","SEH1L","ENSG00000085415","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SEH1L)    DRscDB Data: (SEH1L)                             Human Protein Atlas  (HPA)"
"3484","Q8VD31","213233","2384853","Tapbpl","Human","55080","30683","TAPBPL","ENSG00000139192","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (TAPBPL)    DRscDB Data: (TAPBPL)                             Human Protein Atlas  (HPA)"
"3485","Q8VDT9","28028","107329","Mrpl50","Human","54534","16654","MRPL50","ENSG00000136897","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MRPL50)    DRscDB Data: (MRPL50)                             Human Protein Atlas  (HPA)"
"3486","Q8VDY9","67770","1915020","Caap1","Human","79886","25834","CAAP1","ENSG00000120159","19","19.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CAAP1)    DRscDB Data: (CAAP1)                             Human Protein Atlas  (HPA)"
"3487","Q8VE70","56426","1928396","Pdcd10","Human","11235","8761","PDCD10","ENSG00000114209","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PDCD10)    DRscDB Data: (PDCD10)                             Human Protein Atlas  (HPA)"
"3488","Q91VJ5","54633","1859638","Pqbp1","Human","10084","9330","PQBP1","ENSG00000102103","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PQBP1)    DRscDB Data: (PQBP1)                             Human Protein Atlas  (HPA)"
"3489","Q91W52","67226","1914476","Tmem19","Human","55266","25605","TMEM19","ENSG00000139291","16","16.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (TMEM19)    DRscDB Data: (TMEM19)                             Human Protein Atlas  (HPA)"
"3490","Q91W63","225994","2147434","Nmrk1","Human","54981","26057","NMRK1","ENSG00000106733","16","16.44","high","Yes","Yes","Compara, HGNC, Homologene, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (NMRK1)    DRscDB Data: (NMRK1)                             Human Protein Atlas  (HPA)"
"3491","Q91XD7","171508","2152539","Creld1","Human","78987","14630","CRELD1","ENSG00000163703","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CRELD1)    DRscDB Data: (CRELD1)                             Human Protein Atlas  (HPA)"
